full_code	short_code	description	type	n	n_cases	n_controls	source	main_source	file_name	file_sha1	box_share_url	wget_command
20002_1065-Noncancer_illness_code_selfreported_hypertension	20002_1065	Non-cancer illness code, self-reported: hypertension	binary	361141	93560	267581	UK Biobank	Rapid GWAS Project	smultixcan_20002_1065_ccn30.tsv.gz	cc3a01bde10cdf6a0ae86e0c6deb6da3b9b1bb92	https://uchicago.box.com/shared/static/myih0arltr6ja7dw2iqot4wylktlfy5q.gz	wget https://uchicago.box.com/shared/static/myih0arltr6ja7dw2iqot4wylktlfy5q.gz -O smultixcan_20002_1065_ccn30.tsv.gz
20002_1066-Noncancer_illness_code_selfreported_heartcardiac_problem	20002_1066	Non-cancer illness code, self-reported: heart/cardiac problem	binary	361141	1176	359965	UK Biobank	Rapid GWAS Project	smultixcan_20002_1066_ccn30.tsv.gz	2b2207fb188ac6507bb56c74ec063242ac17b93b	https://uchicago.box.com/shared/static/in30ldfwn8tjeh0qvbi5wbizfczes7lh.gz	wget https://uchicago.box.com/shared/static/in30ldfwn8tjeh0qvbi5wbizfczes7lh.gz -O smultixcan_20002_1066_ccn30.tsv.gz
20002_1067-Noncancer_illness_code_selfreported_peripheral_vascular_disease	20002_1067	Non-cancer illness code, self-reported: peripheral vascular disease	binary	361141	664	360477	UK Biobank	Rapid GWAS Project	smultixcan_20002_1067_ccn30.tsv.gz	e7ab11182efdfe4098f7a35bf5d8f99e5b1c860b	https://uchicago.box.com/shared/static/i0xyfe7w3crnagxitqkph6rs5xuf0ves.gz	wget https://uchicago.box.com/shared/static/i0xyfe7w3crnagxitqkph6rs5xuf0ves.gz -O smultixcan_20002_1067_ccn30.tsv.gz
20002_1072-Noncancer_illness_code_selfreported_essential_hypertension	20002_1072	Non-cancer illness code, self-reported: essential hypertension	binary	361141	1658	359483	UK Biobank	Rapid GWAS Project	smultixcan_20002_1072_ccn30.tsv.gz	579a4e7cebf135579b88594ba89ec210f06e08e6	https://uchicago.box.com/shared/static/opqf2dxka5c2wnwb03zuwq35qtqzg77k.gz	wget https://uchicago.box.com/shared/static/opqf2dxka5c2wnwb03zuwq35qtqzg77k.gz -O smultixcan_20002_1072_ccn30.tsv.gz
20002_1074-Noncancer_illness_code_selfreported_angina	20002_1074	Non-cancer illness code, self-reported: angina	binary	361141	11370	349771	UK Biobank	Rapid GWAS Project	smultixcan_20002_1074_ccn30.tsv.gz	09acd641c2eb11e4516ab185105143da887f1429	https://uchicago.box.com/shared/static/rzcbgi9lvj5jfphjt3jfwsx771xa4023.gz	wget https://uchicago.box.com/shared/static/rzcbgi9lvj5jfphjt3jfwsx771xa4023.gz -O smultixcan_20002_1074_ccn30.tsv.gz
20002_1075-Noncancer_illness_code_selfreported_heart_attackmyocardial_infarction	20002_1075	Non-cancer illness code, self-reported: heart attack/myocardial infarction	binary	361141	8239	352902	UK Biobank	Rapid GWAS Project	smultixcan_20002_1075_ccn30.tsv.gz	e1a4b954150ce746082b0e56d99a410fa16d867f	https://uchicago.box.com/shared/static/qyozpp2bayxvijdz078n3zwyzhyfqq16.gz	wget https://uchicago.box.com/shared/static/qyozpp2bayxvijdz078n3zwyzhyfqq16.gz -O smultixcan_20002_1075_ccn30.tsv.gz
20002_1076-Noncancer_illness_code_selfreported_heart_failurepulmonary_odema	20002_1076	Non-cancer illness code, self-reported: heart failure/pulmonary odema	binary	361141	247	360894	UK Biobank	Rapid GWAS Project	smultixcan_20002_1076_ccn30.tsv.gz	7716bb8303139da5d902ad2f17f808cea5d40b10	https://uchicago.box.com/shared/static/ofbz43lxd52f9gcbeg0xuj14m0u256kk.gz	wget https://uchicago.box.com/shared/static/ofbz43lxd52f9gcbeg0xuj14m0u256kk.gz -O smultixcan_20002_1076_ccn30.tsv.gz
20002_1077-Noncancer_illness_code_selfreported_heart_arrhythmia	20002_1077	Non-cancer illness code, self-reported: heart arrhythmia	binary	361141	2013	359128	UK Biobank	Rapid GWAS Project	smultixcan_20002_1077_ccn30.tsv.gz	eb0748e9792a799bb95ec08cb37d2afa047dcd9d	https://uchicago.box.com/shared/static/dvq3rfcueuh9xw0acqpkseswwqrryxy4.gz	wget https://uchicago.box.com/shared/static/dvq3rfcueuh9xw0acqpkseswwqrryxy4.gz -O smultixcan_20002_1077_ccn30.tsv.gz
20002_1078-Noncancer_illness_code_selfreported_heart_valve_problemheart_murmur	20002_1078	Non-cancer illness code, self-reported: heart valve problem/heart murmur	binary	361141	2453	358688	UK Biobank	Rapid GWAS Project	smultixcan_20002_1078_ccn30.tsv.gz	797c7b60e15db3756a95c8ef3ef6d700133d5592	https://uchicago.box.com/shared/static/33bpjb1v2kzmwvmjpv17b8nie3wl95rw.gz	wget https://uchicago.box.com/shared/static/33bpjb1v2kzmwvmjpv17b8nie3wl95rw.gz -O smultixcan_20002_1078_ccn30.tsv.gz
20002_1079-Noncancer_illness_code_selfreported_cardiomyopathy	20002_1079	Non-cancer illness code, self-reported: cardiomyopathy	binary	361141	311	360830	UK Biobank	Rapid GWAS Project	smultixcan_20002_1079_ccn30.tsv.gz	a956b93e954a430eb4942c45575d8b193c1a0ad1	https://uchicago.box.com/shared/static/ezodk7etxk5293xvu5rxh068cywv0ppx.gz	wget https://uchicago.box.com/shared/static/ezodk7etxk5293xvu5rxh068cywv0ppx.gz -O smultixcan_20002_1079_ccn30.tsv.gz
20002_1080-Noncancer_illness_code_selfreported_pericardial_problem	20002_1080	Non-cancer illness code, self-reported: pericardial problem	binary	361141	202	360939	UK Biobank	Rapid GWAS Project	smultixcan_20002_1080_ccn30.tsv.gz	4d7d1b5409cdc3c0164458b3e26eba22b3f19e07	https://uchicago.box.com/shared/static/mzie60044d9ezqhq0xckox2vd2lbased.gz	wget https://uchicago.box.com/shared/static/mzie60044d9ezqhq0xckox2vd2lbased.gz -O smultixcan_20002_1080_ccn30.tsv.gz
20002_1081-Noncancer_illness_code_selfreported_stroke	20002_1081	Non-cancer illness code, self-reported: stroke	binary	361141	4836	356305	UK Biobank	Rapid GWAS Project	smultixcan_20002_1081_ccn30.tsv.gz	78068b75e02f783a0bc7919eddd16e5ef9b50991	https://uchicago.box.com/shared/static/j8k99wqpchuzhjf0mo4ip7fc41a5lf7w.gz	wget https://uchicago.box.com/shared/static/j8k99wqpchuzhjf0mo4ip7fc41a5lf7w.gz -O smultixcan_20002_1081_ccn30.tsv.gz
20002_1082-Noncancer_illness_code_selfreported_transient_ischaemic_attack_tia	20002_1082	Non-cancer illness code, self-reported: transient ischaemic attack (tia)	binary	361141	1369	359772	UK Biobank	Rapid GWAS Project	smultixcan_20002_1082_ccn30.tsv.gz	3a3ead5afdd5daaa30b3361a135f5fb5f9aa8b3f	https://uchicago.box.com/shared/static/34adkyfdkilpfkp1c0e396bdpav9no0f.gz	wget https://uchicago.box.com/shared/static/34adkyfdkilpfkp1c0e396bdpav9no0f.gz -O smultixcan_20002_1082_ccn30.tsv.gz
20002_1083-Noncancer_illness_code_selfreported_subdural_haemorrhagehaematoma	20002_1083	Non-cancer illness code, self-reported: subdural haemorrhage/haematoma	binary	361141	154	360987	UK Biobank	Rapid GWAS Project	smultixcan_20002_1083_ccn30.tsv.gz	a1f56bc3429172573f4366a1624fc1cbb770a3e4	https://uchicago.box.com/shared/static/o0anbix7tjkzxqvl8ga00jpxomb095zn.gz	wget https://uchicago.box.com/shared/static/o0anbix7tjkzxqvl8ga00jpxomb095zn.gz -O smultixcan_20002_1083_ccn30.tsv.gz
20002_1086-Noncancer_illness_code_selfreported_subarachnoid_haemorrhage	20002_1086	Non-cancer illness code, self-reported: subarachnoid haemorrhage	binary	361141	337	360804	UK Biobank	Rapid GWAS Project	smultixcan_20002_1086_ccn30.tsv.gz	777d8f4749571bf635f7200eba381098c6be4133	https://uchicago.box.com/shared/static/vsaopr4140bzv44938zwdn20p2wz5qv2.gz	wget https://uchicago.box.com/shared/static/vsaopr4140bzv44938zwdn20p2wz5qv2.gz -O smultixcan_20002_1086_ccn30.tsv.gz
20002_1087-Noncancer_illness_code_selfreported_leg_claudication_intermittent_claudication	20002_1087	Non-cancer illness code, self-reported: leg claudication/ intermittent claudication	binary	361141	277	360864	UK Biobank	Rapid GWAS Project	smultixcan_20002_1087_ccn30.tsv.gz	281ac7c2a9204d55b45e2b6014386d2040014e5c	https://uchicago.box.com/shared/static/ex4zye7ulpftpk1f3j5e9wbtmyr1yulb.gz	wget https://uchicago.box.com/shared/static/ex4zye7ulpftpk1f3j5e9wbtmyr1yulb.gz -O smultixcan_20002_1087_ccn30.tsv.gz
20002_1093-Noncancer_illness_code_selfreported_pulmonary_embolism_dvt	20002_1093	Non-cancer illness code, self-reported: pulmonary embolism +/- dvt	binary	361141	2999	358142	UK Biobank	Rapid GWAS Project	smultixcan_20002_1093_ccn30.tsv.gz	12a213cb38783862ba8995b160ef309d4f4880b7	https://uchicago.box.com/shared/static/99kvesictdjpamao44t6s9ktf9zkjyen.gz	wget https://uchicago.box.com/shared/static/99kvesictdjpamao44t6s9ktf9zkjyen.gz -O smultixcan_20002_1093_ccn30.tsv.gz
20002_1094-Noncancer_illness_code_selfreported_deep_venous_thrombosis_dvt	20002_1094	Non-cancer illness code, self-reported: deep venous thrombosis (dvt)	binary	361141	7237	353904	UK Biobank	Rapid GWAS Project	smultixcan_20002_1094_ccn30.tsv.gz	be62e3ca68ee6f19ad1692b1d19421cf5222ee91	https://uchicago.box.com/shared/static/u79amgqaha985hk9btu1eg1t078r8i1t.gz	wget https://uchicago.box.com/shared/static/u79amgqaha985hk9btu1eg1t078r8i1t.gz -O smultixcan_20002_1094_ccn30.tsv.gz
20002_1111-Noncancer_illness_code_selfreported_asthma	20002_1111	Non-cancer illness code, self-reported: asthma	binary	361141	41934	319207	UK Biobank	Rapid GWAS Project	smultixcan_20002_1111_ccn30.tsv.gz	bf6a7c2822ef86c3fe613ddc7e675ded3143b08f	https://uchicago.box.com/shared/static/86x4oso9998zzkvz72m7o1nqpedfvtze.gz	wget https://uchicago.box.com/shared/static/86x4oso9998zzkvz72m7o1nqpedfvtze.gz -O smultixcan_20002_1111_ccn30.tsv.gz
20002_1112-Noncancer_illness_code_selfreported_chronic_obstructive_airways_diseasecopd	20002_1112	Non-cancer illness code, self-reported: chronic obstructive airways disease/copd	binary	361141	1285	359856	UK Biobank	Rapid GWAS Project	smultixcan_20002_1112_ccn30.tsv.gz	a2c0a5922647166b66516a31876a18b0e4310113	https://uchicago.box.com/shared/static/0z1wqe90dg5mqulyk75wo9dunoluuman.gz	wget https://uchicago.box.com/shared/static/0z1wqe90dg5mqulyk75wo9dunoluuman.gz -O smultixcan_20002_1112_ccn30.tsv.gz
20002_1113-Noncancer_illness_code_selfreported_emphysemachronic_bronchitis	20002_1113	Non-cancer illness code, self-reported: emphysema/chronic bronchitis	binary	361141	5031	356110	UK Biobank	Rapid GWAS Project	smultixcan_20002_1113_ccn30.tsv.gz	eea6e2f76d8c35d7b2ed5ebbedbbe31c026c0719	https://uchicago.box.com/shared/static/k5kdqzy5cdlwfzepp6221yu9gs2abxyo.gz	wget https://uchicago.box.com/shared/static/k5kdqzy5cdlwfzepp6221yu9gs2abxyo.gz -O smultixcan_20002_1113_ccn30.tsv.gz
20002_1114-Noncancer_illness_code_selfreported_bronchiectasis	20002_1114	Non-cancer illness code, self-reported: bronchiectasis	binary	361141	876	360265	UK Biobank	Rapid GWAS Project	smultixcan_20002_1114_ccn30.tsv.gz	cc58aba8ffedba623572e738312819626535472b	https://uchicago.box.com/shared/static/s3x9n7ifwiv0ecpesux1dtezke91u1k6.gz	wget https://uchicago.box.com/shared/static/s3x9n7ifwiv0ecpesux1dtezke91u1k6.gz -O smultixcan_20002_1114_ccn30.tsv.gz
20002_1115-Noncancer_illness_code_selfreported_interstitial_lung_disease	20002_1115	Non-cancer illness code, self-reported: interstitial lung disease	binary	361141	121	361020	UK Biobank	Rapid GWAS Project	smultixcan_20002_1115_ccn30.tsv.gz	167c5c3d7b582f236f7a5f6addd3d94eb55a4036	https://uchicago.box.com/shared/static/8bc95xmvpr3qler9eg0u9wel5k1g5dit.gz	wget https://uchicago.box.com/shared/static/8bc95xmvpr3qler9eg0u9wel5k1g5dit.gz -O smultixcan_20002_1115_ccn30.tsv.gz
20002_1117-Noncancer_illness_code_selfreported_other_respiratory_problems	20002_1117	Non-cancer illness code, self-reported: other respiratory problems	binary	361141	628	360513	UK Biobank	Rapid GWAS Project	smultixcan_20002_1117_ccn30.tsv.gz	54e24fc98376a77c6ca02f802c3789b4b24aec33	https://uchicago.box.com/shared/static/k4vpppbctkwqd9tjynunmqgtza7oq9t7.gz	wget https://uchicago.box.com/shared/static/k4vpppbctkwqd9tjynunmqgtza7oq9t7.gz -O smultixcan_20002_1117_ccn30.tsv.gz
20002_1120-Noncancer_illness_code_selfreported_asbestosis	20002_1120	Non-cancer illness code, self-reported: asbestosis	binary	361141	150	360991	UK Biobank	Rapid GWAS Project	smultixcan_20002_1120_ccn30.tsv.gz	904aa738264577b95ea656ea2adaceb474c1a429	https://uchicago.box.com/shared/static/ju8n6lrfbtr1y843txjzdjmd7ktmhjs5.gz	wget https://uchicago.box.com/shared/static/ju8n6lrfbtr1y843txjzdjmd7ktmhjs5.gz -O smultixcan_20002_1120_ccn30.tsv.gz
20002_1123-Noncancer_illness_code_selfreported_sleep_apnoea	20002_1123	Non-cancer illness code, self-reported: sleep apnoea	binary	361141	1163	359978	UK Biobank	Rapid GWAS Project	smultixcan_20002_1123_ccn30.tsv.gz	7a9c83c2c283bdaacd742b2c1a74b9080fda7de4	https://uchicago.box.com/shared/static/18yu84zypav759hu0mwn7tjvgityfyn7.gz	wget https://uchicago.box.com/shared/static/18yu84zypav759hu0mwn7tjvgityfyn7.gz -O smultixcan_20002_1123_ccn30.tsv.gz
20002_1125-Noncancer_illness_code_selfreported_pleurisy	20002_1125	Non-cancer illness code, self-reported: pleurisy	binary	361141	1220	359921	UK Biobank	Rapid GWAS Project	smultixcan_20002_1125_ccn30.tsv.gz	3fb97c09e2af08d4a8391e5936ccb98f1dc8ec7a	https://uchicago.box.com/shared/static/wztajkhcto7mu6almoyqeydmbdv31ncy.gz	wget https://uchicago.box.com/shared/static/wztajkhcto7mu6almoyqeydmbdv31ncy.gz -O smultixcan_20002_1125_ccn30.tsv.gz
20002_1126-Noncancer_illness_code_selfreported_spontaneous_pneumothoraxrecurrent_pneumothorax	20002_1126	Non-cancer illness code, self-reported: spontaneous pneumothorax/recurrent pneumothorax	binary	361141	871	360270	UK Biobank	Rapid GWAS Project	smultixcan_20002_1126_ccn30.tsv.gz	16e62c63449ee0e8ea62479fbfccfed26177b4e3	https://uchicago.box.com/shared/static/9osgsc4yt3hrttmq221d27q6166shmdk.gz	wget https://uchicago.box.com/shared/static/9osgsc4yt3hrttmq221d27q6166shmdk.gz -O smultixcan_20002_1126_ccn30.tsv.gz
20002_1134-Noncancer_illness_code_selfreported_oesophageal_disorder	20002_1134	Non-cancer illness code, self-reported: oesophageal disorder	binary	361141	219	360922	UK Biobank	Rapid GWAS Project	smultixcan_20002_1134_ccn30.tsv.gz	90fb9db49b0f523283e9842c9f7c485e2c0da311	https://uchicago.box.com/shared/static/dn13u0o8e8a6yxj2joifirxsdvy683yj.gz	wget https://uchicago.box.com/shared/static/dn13u0o8e8a6yxj2joifirxsdvy683yj.gz -O smultixcan_20002_1134_ccn30.tsv.gz
20002_1135-Noncancer_illness_code_selfreported_stomach_disorder	20002_1135	Non-cancer illness code, self-reported: stomach disorder	binary	361141	779	360362	UK Biobank	Rapid GWAS Project	smultixcan_20002_1135_ccn30.tsv.gz	17e47b15f5545dee77aff19d37b2a18186701ab0	https://uchicago.box.com/shared/static/1beoso4m3jwh90n0135yuoza9rx7lfdt.gz	wget https://uchicago.box.com/shared/static/1beoso4m3jwh90n0135yuoza9rx7lfdt.gz -O smultixcan_20002_1135_ccn30.tsv.gz
20002_1136-Noncancer_illness_code_selfreported_liverbiliarypancreas_problem	20002_1136	Non-cancer illness code, self-reported: liver/biliary/pancreas problem	binary	361141	635	360506	UK Biobank	Rapid GWAS Project	smultixcan_20002_1136_ccn30.tsv.gz	29f5fcb19ee774483ecd06031585531f377368e4	https://uchicago.box.com/shared/static/njxgk15v8t0twtl3omfqvrusd1m889rz.gz	wget https://uchicago.box.com/shared/static/njxgk15v8t0twtl3omfqvrusd1m889rz.gz -O smultixcan_20002_1136_ccn30.tsv.gz
20002_1137-Noncancer_illness_code_selfreported_other_abdominal_problem	20002_1137	Non-cancer illness code, self-reported: other abdominal problem	binary	361141	422	360719	UK Biobank	Rapid GWAS Project	smultixcan_20002_1137_ccn30.tsv.gz	3495c10063ace0a64ef2866cccfd1cdd46522f8a	https://uchicago.box.com/shared/static/3phylhukmo4iih70fydrzdptezzyakyg.gz	wget https://uchicago.box.com/shared/static/3phylhukmo4iih70fydrzdptezzyakyg.gz -O smultixcan_20002_1137_ccn30.tsv.gz
20002_1138-Noncancer_illness_code_selfreported_gastrooesophageal_reflux_gord_gastric_reflux	20002_1138	Non-cancer illness code, self-reported: gastro-oesophageal reflux (gord) / gastric reflux	binary	361141	15210	345931	UK Biobank	Rapid GWAS Project	smultixcan_20002_1138_ccn30.tsv.gz	4d33b1e8427c3cbd50ccb5bc23e82ea1f5c9e167	https://uchicago.box.com/shared/static/f2x6ma3mihy5a06qqoxnrzpw255plvsc.gz	wget https://uchicago.box.com/shared/static/f2x6ma3mihy5a06qqoxnrzpw255plvsc.gz -O smultixcan_20002_1138_ccn30.tsv.gz
20002_1139-Noncancer_illness_code_selfreported_oesophagitisbarretts_oesophagus	20002_1139	Non-cancer illness code, self-reported: oesophagitis/barretts oesophagus	binary	361141	1144	359997	UK Biobank	Rapid GWAS Project	smultixcan_20002_1139_ccn30.tsv.gz	25f14aec8523f7fd35a73634237111412d5a8d5b	https://uchicago.box.com/shared/static/ih4zj8j7q1iepss635moa9xxwkdp0ju7.gz	wget https://uchicago.box.com/shared/static/ih4zj8j7q1iepss635moa9xxwkdp0ju7.gz -O smultixcan_20002_1139_ccn30.tsv.gz
20002_1142-Noncancer_illness_code_selfreported_gastricstomach_ulcers	20002_1142	Non-cancer illness code, self-reported: gastric/stomach ulcers	binary	361141	2562	358579	UK Biobank	Rapid GWAS Project	smultixcan_20002_1142_ccn30.tsv.gz	f012b2c57854b9ba13cef814feda7e88aef44c8a	https://uchicago.box.com/shared/static/jowaislzxwjo7qaw3ge0sy5we8vzgbmc.gz	wget https://uchicago.box.com/shared/static/jowaislzxwjo7qaw3ge0sy5we8vzgbmc.gz -O smultixcan_20002_1142_ccn30.tsv.gz
20002_1143-Noncancer_illness_code_selfreported_gastritisgastric_erosions	20002_1143	Non-cancer illness code, self-reported: gastritis/gastric erosions	binary	361141	566	360575	UK Biobank	Rapid GWAS Project	smultixcan_20002_1143_ccn30.tsv.gz	971cc057e4dec4d5189ced15b3ab13d2b8ee2b4f	https://uchicago.box.com/shared/static/27ev79xfkhqc0wq7vgquft1ubim7otdi.gz	wget https://uchicago.box.com/shared/static/27ev79xfkhqc0wq7vgquft1ubim7otdi.gz -O smultixcan_20002_1143_ccn30.tsv.gz
20002_1154-Noncancer_illness_code_selfreported_irritable_bowel_syndrome	20002_1154	Non-cancer illness code, self-reported: irritable bowel syndrome	binary	361141	8537	352604	UK Biobank	Rapid GWAS Project	smultixcan_20002_1154_ccn30.tsv.gz	f9bbca55833c3bbd1fdaf06d73826588ed06e732	https://uchicago.box.com/shared/static/nxuv1b0wg7d9tdj8ohw1e5e3pg60y2is.gz	wget https://uchicago.box.com/shared/static/nxuv1b0wg7d9tdj8ohw1e5e3pg60y2is.gz -O smultixcan_20002_1154_ccn30.tsv.gz
20002_1155-Noncancer_illness_code_selfreported_hepatitis	20002_1155	Non-cancer illness code, self-reported: hepatitis	binary	361141	396	360745	UK Biobank	Rapid GWAS Project	smultixcan_20002_1155_ccn30.tsv.gz	8b0028766997860cb14122774b7a6d486386ba4b	https://uchicago.box.com/shared/static/tzokvqjvglewvi3dn5u783sf7jk1w203.gz	wget https://uchicago.box.com/shared/static/tzokvqjvglewvi3dn5u783sf7jk1w203.gz -O smultixcan_20002_1155_ccn30.tsv.gz
20002_1156-Noncancer_illness_code_selfreported_infectiveviral_hepatitis	20002_1156	Non-cancer illness code, self-reported: infective/viral hepatitis	binary	361141	768	360373	UK Biobank	Rapid GWAS Project	smultixcan_20002_1156_ccn30.tsv.gz	6ef0f3f3690f0a9795a737bd3c28fe7113d119a6	https://uchicago.box.com/shared/static/5i17tldzuugabdt951b1w9vvmoor555s.gz	wget https://uchicago.box.com/shared/static/5i17tldzuugabdt951b1w9vvmoor555s.gz -O smultixcan_20002_1156_ccn30.tsv.gz
20002_1157-Noncancer_illness_code_selfreported_noninfective_hepatitis	20002_1157	Non-cancer illness code, self-reported: non-infective hepatitis	binary	361141	374	360767	UK Biobank	Rapid GWAS Project	smultixcan_20002_1157_ccn30.tsv.gz	9e1ef8e4e0e3964cc7347f0631c24cec389c2e15	https://uchicago.box.com/shared/static/4ry65eilwz0glzj1kllljaqzarewsskb.gz	wget https://uchicago.box.com/shared/static/4ry65eilwz0glzj1kllljaqzarewsskb.gz -O smultixcan_20002_1157_ccn30.tsv.gz
20002_1158-Noncancer_illness_code_selfreported_liver_failurecirrhosis	20002_1158	Non-cancer illness code, self-reported: liver failure/cirrhosis	binary	361141	264	360877	UK Biobank	Rapid GWAS Project	smultixcan_20002_1158_ccn30.tsv.gz	2398fd2ef3af575e2bd47d738b1d2fec1b289a6d	https://uchicago.box.com/shared/static/lw3geocr5xs08bcb6id55k1pz35d8gds.gz	wget https://uchicago.box.com/shared/static/lw3geocr5xs08bcb6id55k1pz35d8gds.gz -O smultixcan_20002_1158_ccn30.tsv.gz
20002_1161-Noncancer_illness_code_selfreported_gall_bladder_disease	20002_1161	Non-cancer illness code, self-reported: gall bladder disease	binary	361141	202	360939	UK Biobank	Rapid GWAS Project	smultixcan_20002_1161_ccn30.tsv.gz	c2cf41d437a75753e32dbd6757080da13dd13ec5	https://uchicago.box.com/shared/static/nddgbhr43ipz03e5w45v9pkancaz701v.gz	wget https://uchicago.box.com/shared/static/nddgbhr43ipz03e5w45v9pkancaz701v.gz -O smultixcan_20002_1161_ccn30.tsv.gz
20002_1162-Noncancer_illness_code_selfreported_cholelithiasisgall_stones	20002_1162	Non-cancer illness code, self-reported: cholelithiasis/gall stones	binary	361141	5941	355200	UK Biobank	Rapid GWAS Project	smultixcan_20002_1162_ccn30.tsv.gz	e4a54ada7609de0dbfad2eddff235e20498cbcfe	https://uchicago.box.com/shared/static/iv2wsklfg1l66w095cjkrrupz2f5qmrj.gz	wget https://uchicago.box.com/shared/static/iv2wsklfg1l66w095cjkrrupz2f5qmrj.gz -O smultixcan_20002_1162_ccn30.tsv.gz
20002_1163-Noncancer_illness_code_selfreported_cholecystitis	20002_1163	Non-cancer illness code, self-reported: cholecystitis	binary	361141	381	360760	UK Biobank	Rapid GWAS Project	smultixcan_20002_1163_ccn30.tsv.gz	8f28157fabf2f9c3fe93d69cf280993ef54797f2	https://uchicago.box.com/shared/static/cvg9gj5lvblrvucv1tjdl702huovni5x.gz	wget https://uchicago.box.com/shared/static/cvg9gj5lvblrvucv1tjdl702huovni5x.gz -O smultixcan_20002_1163_ccn30.tsv.gz
20002_1165-Noncancer_illness_code_selfreported_pancreatitis	20002_1165	Non-cancer illness code, self-reported: pancreatitis	binary	361141	777	360364	UK Biobank	Rapid GWAS Project	smultixcan_20002_1165_ccn30.tsv.gz	3c2863cd3f4d0a69ade89e8a55d6db45583ad79e	https://uchicago.box.com/shared/static/rhkekj50jid4ipzuq2m30dja82w77ncx.gz	wget https://uchicago.box.com/shared/static/rhkekj50jid4ipzuq2m30dja82w77ncx.gz -O smultixcan_20002_1165_ccn30.tsv.gz
20002_1190-Noncancer_illness_code_selfreported_peritonitis	20002_1190	Non-cancer illness code, self-reported: peritonitis	binary	361141	1261	359880	UK Biobank	Rapid GWAS Project	smultixcan_20002_1190_ccn30.tsv.gz	a146e50e43212582f79d71c358b3d2a7c9c83ad9	https://uchicago.box.com/shared/static/no4bjll3jknxlhdihslftfsah8l3qtsb.gz	wget https://uchicago.box.com/shared/static/no4bjll3jknxlhdihslftfsah8l3qtsb.gz -O smultixcan_20002_1190_ccn30.tsv.gz
20002_1191-Noncancer_illness_code_selfreported_gastrointestinal_bleeding	20002_1191	Non-cancer illness code, self-reported: gastrointestinal bleeding	binary	361141	142	360999	UK Biobank	Rapid GWAS Project	smultixcan_20002_1191_ccn30.tsv.gz	690d4b3984c98806a91bed02b9e841bd3ba68dec	https://uchicago.box.com/shared/static/50whr5ewx4bbtun8ihikgcc2uxee2bkx.gz	wget https://uchicago.box.com/shared/static/50whr5ewx4bbtun8ihikgcc2uxee2bkx.gz -O smultixcan_20002_1191_ccn30.tsv.gz
20002_1192-Noncancer_illness_code_selfreported_renalkidney_failure	20002_1192	Non-cancer illness code, self-reported: renal/kidney failure	binary	361141	171	360970	UK Biobank	Rapid GWAS Project	smultixcan_20002_1192_ccn30.tsv.gz	24a05d482adc3a836ffd7cd84a8cc6c24d85cb4f	https://uchicago.box.com/shared/static/370eaogg4ucpythkioxtu0hxu34iljyk.gz	wget https://uchicago.box.com/shared/static/370eaogg4ucpythkioxtu0hxu34iljyk.gz -O smultixcan_20002_1192_ccn30.tsv.gz
20002_1193-Noncancer_illness_code_selfreported_renal_failure_requiring_dialysis	20002_1193	Non-cancer illness code, self-reported: renal failure requiring dialysis	binary	361141	181	360960	UK Biobank	Rapid GWAS Project	smultixcan_20002_1193_ccn30.tsv.gz	5e09e851fd10ea5adbf8a2a7df8e2af2e9223530	https://uchicago.box.com/shared/static/l62qlc8htd0udl0s4zmjvj9o9zv5ij1z.gz	wget https://uchicago.box.com/shared/static/l62qlc8htd0udl0s4zmjvj9o9zv5ij1z.gz -O smultixcan_20002_1193_ccn30.tsv.gz
20002_1194-Noncancer_illness_code_selfreported_renal_failure_not_requiring_dialysis	20002_1194	Non-cancer illness code, self-reported: renal failure not requiring dialysis	binary	361141	295	360846	UK Biobank	Rapid GWAS Project	smultixcan_20002_1194_ccn30.tsv.gz	5cf4331749abfbed176667dece1a9b8bff969af4	https://uchicago.box.com/shared/static/eg7htyju6kpikoxh0x8itfh2u2x32q39.gz	wget https://uchicago.box.com/shared/static/eg7htyju6kpikoxh0x8itfh2u2x32q39.gz -O smultixcan_20002_1194_ccn30.tsv.gz
20002_1196-Noncancer_illness_code_selfreported_urinary_tract_infectionkidney_infection	20002_1196	Non-cancer illness code, self-reported: urinary tract infection/kidney infection	binary	361141	1698	359443	UK Biobank	Rapid GWAS Project	smultixcan_20002_1196_ccn30.tsv.gz	ae32b32b867d6bffe113c10af94d7e0318c86dfe	https://uchicago.box.com/shared/static/ll6cg234y2s08f4mdntq3o93ihofed4o.gz	wget https://uchicago.box.com/shared/static/ll6cg234y2s08f4mdntq3o93ihofed4o.gz -O smultixcan_20002_1196_ccn30.tsv.gz
20002_1197-Noncancer_illness_code_selfreported_kidney_stoneureter_stonebladder_stone	20002_1197	Non-cancer illness code, self-reported: kidney stone/ureter stone/bladder stone	binary	361141	2863	358278	UK Biobank	Rapid GWAS Project	smultixcan_20002_1197_ccn30.tsv.gz	f6e0a5a1992b6c8e33147565f01f390c5e110e3c	https://uchicago.box.com/shared/static/672enlw9f3j9ghpzsnmsz3uts308afz1.gz	wget https://uchicago.box.com/shared/static/672enlw9f3j9ghpzsnmsz3uts308afz1.gz -O smultixcan_20002_1197_ccn30.tsv.gz
